 -3.141593 -0.000000
 -3.135457 -0.018407
 -3.129321 -0.036807
 -3.123185 -0.055195
 -3.117049 -0.073565
 -3.110913 -0.091909
 -3.104777 -0.110222
 -3.098641 -0.128498
 -3.092505 -0.146730
 -3.086369 -0.164913
 -3.080233 -0.183040
 -3.074097 -0.201105
 -3.067962 -0.219101
 -3.061826 -0.237024
 -3.055690 -0.254866
 -3.049554 -0.272621
 -3.043418 -0.290285
 -3.037282 -0.307850
 -3.031146 -0.325310
 -3.025010 -0.342661
 -3.018874 -0.359895
 -3.012738 -0.377007
 -3.006602 -0.393992
 -3.000466 -0.410843
 -2.994330 -0.427555
 -2.988195 -0.444122
 -2.982059 -0.460539
 -2.975923 -0.476799
 -2.969787 -0.492898
 -2.963651 -0.508830
 -2.957515 -0.524590
 -2.951379 -0.540171
 -2.945243 -0.555570
 -2.939107 -0.570781
 -2.932971 -0.585798
 -2.926835 -0.600616
 -2.920699 -0.615232
 -2.914563 -0.629638
 -2.908428 -0.643832
 -2.902292 -0.657807
 -2.896156 -0.671559
 -2.890020 -0.685084
 -2.883884 -0.698376
 -2.877748 -0.711432
 -2.871612 -0.724247
 -2.865476 -0.736817
 -2.859340 -0.749136
 -2.853204 -0.761202
 -2.847068 -0.773010
 -2.840932 -0.784557
 -2.834796 -0.795837
 -2.828661 -0.806848
 -2.822525 -0.817585
 -2.816389 -0.828045
 -2.810253 -0.838225
 -2.804117 -0.848120
 -2.797981 -0.857729
 -2.791845 -0.867046
 -2.785709 -0.876070
 -2.779573 -0.884797
 -2.773437 -0.893224
 -2.767301 -0.901349
 -2.761165 -0.909168
 -2.755029 -0.916679
 -2.748894 -0.923880
 -2.742758 -0.930767
 -2.736622 -0.937339
 -2.730486 -0.943593
 -2.724350 -0.949528
 -2.718214 -0.955141
 -2.712078 -0.960431
 -2.705942 -0.965394
 -2.699806 -0.970031
 -2.693670 -0.974339
 -2.687534 -0.978317
 -2.681398 -0.981964
 -2.675262 -0.985278
 -2.669127 -0.988258
 -2.662991 -0.990903
 -2.656855 -0.993212
 -2.650719 -0.995185
 -2.644583 -0.996820
 -2.638447 -0.998118
 -2.632311 -0.999078
 -2.626175 -0.999699
 -2.620039 -0.999981
 -2.613903 -0.999925
 -2.607767 -0.999529
 -2.601631 -0.998795
 -2.595495 -0.997723
 -2.589360 -0.996313
 -2.583224 -0.994565
 -2.577088 -0.992480
 -2.570952 -0.990058
 -2.564816 -0.987301
 -2.558680 -0.984210
 -2.552544 -0.980785
 -2.546408 -0.977028
 -2.540272 -0.972940
 -2.534136 -0.968522
 -2.528000 -0.963776
 -2.521864 -0.958703
 -2.515728 -0.953306
 -2.509593 -0.947586
 -2.503457 -0.941544
 -2.497321 -0.935184
 -2.491185 -0.928506
 -2.485049 -0.921514
 -2.478913 -0.914210
 -2.472777 -0.906596
 -2.466641 -0.898674
 -2.460505 -0.890449
 -2.454369 -0.881921
 -2.448233 -0.873095
 -2.442097 -0.863973
 -2.435961 -0.854558
 -2.429826 -0.844854
 -2.423690 -0.834863
 -2.417554 -0.824589
 -2.411418 -0.814036
 -2.405282 -0.803208
 -2.399146 -0.792107
 -2.393010 -0.780737
 -2.386874 -0.769103
 -2.380738 -0.757209
 -2.374602 -0.745058
 -2.368466 -0.732654
 -2.362330 -0.720003
 -2.356194 -0.707107
 -2.350059 -0.693971
 -2.343923 -0.680601
 -2.337787 -0.667000
 -2.331651 -0.653173
 -2.325515 -0.639124
 -2.319379 -0.624859
 -2.313243 -0.610383
 -2.307107 -0.595699
 -2.300971 -0.580814
 -2.294835 -0.565732
 -2.288699 -0.550458
 -2.282563 -0.534998
 -2.276427 -0.519356
 -2.270292 -0.503538
 -2.264156 -0.487550
 -2.258020 -0.471397
 -2.251884 -0.455084
 -2.245748 -0.438616
 -2.239612 -0.422000
 -2.233476 -0.405241
 -2.227340 -0.388345
 -2.221204 -0.371317
 -2.215068 -0.354164
 -2.208932 -0.336890
 -2.202796 -0.319502
 -2.196660 -0.302006
 -2.190525 -0.284408
 -2.184389 -0.266713
 -2.178253 -0.248928
 -2.172117 -0.231058
 -2.165981 -0.213110
 -2.159845 -0.195090
 -2.153709 -0.177004
 -2.147573 -0.158858
 -2.141437 -0.140658
 -2.135301 -0.122411
 -2.129165 -0.104122
 -2.123029 -0.085797
 -2.116893 -0.067444
 -2.110758 -0.049068
 -2.104622 -0.030675
 -2.098486 -0.012272
 -2.092350 0.006136
 -2.086214 0.024541
 -2.080078 0.042938
 -2.073942 0.061321
 -2.067806 0.079682
 -2.061670 0.098017
 -2.055534 0.116319
 -2.049398 0.134581
 -2.043262 0.152797
 -2.037126 0.170962
 -2.030991 0.189069
 -2.024855 0.207111
 -2.018719 0.225084
 -2.012583 0.242980
 -2.006447 0.260794
 -2.000311 0.278520
 -1.994175 0.296151
 -1.988039 0.313682
 -1.981903 0.331106
 -1.975767 0.348419
 -1.969631 0.365613
 -1.963495 0.382683
 -1.957359 0.399624
 -1.951224 0.416430
 -1.945088 0.433094
 -1.938952 0.449611
 -1.932816 0.465976
 -1.926680 0.482184
 -1.920544 0.498228
 -1.914408 0.514103
 -1.908272 0.529804
 -1.902136 0.545325
 -1.896000 0.560662
 -1.889864 0.575808
 -1.883728 0.590760
 -1.877592 0.605511
 -1.871457 0.620057
 -1.865321 0.634393
 -1.859185 0.648514
 -1.853049 0.662416
 -1.846913 0.676093
 -1.840777 0.689541
 -1.834641 0.702755
 -1.828505 0.715731
 -1.822369 0.728464
 -1.816233 0.740951
 -1.810097 0.753187
 -1.803961 0.765167
 -1.797825 0.776888
 -1.791690 0.788346
 -1.785554 0.799537
 -1.779418 0.810457
 -1.773282 0.821103
 -1.767146 0.831470
 -1.761010 0.841555
 -1.754874 0.851355
 -1.748738 0.860867
 -1.742602 0.870087
 -1.736466 0.879012
 -1.730330 0.887640
 -1.724194 0.895966
 -1.718058 0.903989
 -1.711923 0.911706
 -1.705787 0.919114
 -1.699651 0.926210
 -1.693515 0.932993
 -1.687379 0.939459
 -1.681243 0.945607
 -1.675107 0.951435
 -1.668971 0.956940
 -1.662835 0.962121
 -1.656699 0.966976
 -1.650563 0.971504
 -1.644427 0.975702
 -1.638291 0.979570
 -1.632156 0.983105
 -1.626020 0.986308
 -1.619884 0.989177
 -1.613748 0.991710
 -1.607612 0.993907
 -1.601476 0.995767
 -1.595340 0.997290
 -1.589204 0.998476
 -1.583068 0.999322
 -1.576932 0.999831
 -1.570796 1.000000
 -1.564660 0.999831
 -1.558524 0.999322
 -1.552389 0.998476
 -1.546253 0.997290
 -1.540117 0.995767
 -1.533981 0.993907
 -1.527845 0.991710
 -1.521709 0.989177
 -1.515573 0.986308
 -1.509437 0.983105
 -1.503301 0.979570
 -1.497165 0.975702
 -1.491029 0.971504
 -1.484893 0.966976
 -1.478757 0.962121
 -1.472622 0.956940
 -1.466486 0.951435
 -1.460350 0.945607
 -1.454214 0.939459
 -1.448078 0.932993
 -1.441942 0.926210
 -1.435806 0.919114
 -1.429670 0.911706
 -1.423534 0.903989
 -1.417398 0.895966
 -1.411262 0.887640
 -1.405126 0.879012
 -1.398990 0.870087
 -1.392855 0.860867
 -1.386719 0.851355
 -1.380583 0.841555
 -1.374447 0.831470
 -1.368311 0.821103
 -1.362175 0.810457
 -1.356039 0.799537
 -1.349903 0.788346
 -1.343767 0.776888
 -1.337631 0.765167
 -1.331495 0.753187
 -1.325359 0.740951
 -1.319223 0.728464
 -1.313088 0.715731
 -1.306952 0.702755
 -1.300816 0.689541
 -1.294680 0.676093
 -1.288544 0.662416
 -1.282408 0.648514
 -1.276272 0.634393
 -1.270136 0.620057
 -1.264000 0.605511
 -1.257864 0.590760
 -1.251728 0.575808
 -1.245592 0.560662
 -1.239456 0.545325
 -1.233321 0.529804
 -1.227185 0.514103
 -1.221049 0.498228
 -1.214913 0.482184
 -1.208777 0.465976
 -1.202641 0.449611
 -1.196505 0.433094
 -1.190369 0.416430
 -1.184233 0.399624
 -1.178097 0.382683
 -1.171961 0.365613
 -1.165825 0.348419
 -1.159689 0.331106
 -1.153554 0.313682
 -1.147418 0.296151
 -1.141282 0.278520
 -1.135146 0.260794
 -1.129010 0.242980
 -1.122874 0.225084
 -1.116738 0.207111
 -1.110602 0.189069
 -1.104466 0.170962
 -1.098330 0.152797
 -1.092194 0.134581
 -1.086058 0.116319
 -1.079922 0.098017
 -1.073787 0.079682
 -1.067651 0.061321
 -1.061515 0.042938
 -1.055379 0.024541
 -1.049243 0.006136
 -1.043107 -0.012272
 -1.036971 -0.030675
 -1.030835 -0.049068
 -1.024699 -0.067444
 -1.018563 -0.085797
 -1.012427 -0.104122
 -1.006291 -0.122411
 -1.000155 -0.140658
 -0.994020 -0.158858
 -0.987884 -0.177004
 -0.981748 -0.195090
 -0.975612 -0.213110
 -0.969476 -0.231058
 -0.963340 -0.248928
 -0.957204 -0.266713
 -0.951068 -0.284408
 -0.944932 -0.302006
 -0.938796 -0.319502
 -0.932660 -0.336890
 -0.926524 -0.354164
 -0.920388 -0.371317
 -0.914253 -0.388345
 -0.908117 -0.405241
 -0.901981 -0.422000
 -0.895845 -0.438616
 -0.889709 -0.455084
 -0.883573 -0.471397
 -0.877437 -0.487550
 -0.871301 -0.503538
 -0.865165 -0.519356
 -0.859029 -0.534998
 -0.852893 -0.550458
 -0.846757 -0.565732
 -0.840621 -0.580814
 -0.834486 -0.595699
 -0.828350 -0.610383
 -0.822214 -0.624859
 -0.816078 -0.639124
 -0.809942 -0.653173
 -0.803806 -0.667000
 -0.797670 -0.680601
 -0.791534 -0.693971
 -0.785398 -0.707107
 -0.779262 -0.720003
 -0.773126 -0.732654
 -0.766990 -0.745058
 -0.760854 -0.757209
 -0.754719 -0.769103
 -0.748583 -0.780737
 -0.742447 -0.792107
 -0.736311 -0.803208
 -0.730175 -0.814036
 -0.724039 -0.824589
 -0.717903 -0.834863
 -0.711767 -0.844854
 -0.705631 -0.854558
 -0.699495 -0.863973
 -0.693359 -0.873095
 -0.687223 -0.881921
 -0.681087 -0.890449
 -0.674952 -0.898674
 -0.668816 -0.906596
 -0.662680 -0.914210
 -0.656544 -0.921514
 -0.650408 -0.928506
 -0.644272 -0.935184
 -0.638136 -0.941544
 -0.632000 -0.947586
 -0.625864 -0.953306
 -0.619728 -0.958703
 -0.613592 -0.963776
 -0.607456 -0.968522
 -0.601320 -0.972940
 -0.595185 -0.977028
 -0.589049 -0.980785
 -0.582913 -0.984210
 -0.576777 -0.987301
 -0.570641 -0.990058
 -0.564505 -0.992480
 -0.558369 -0.994565
 -0.552233 -0.996313
 -0.546097 -0.997723
 -0.539961 -0.998795
 -0.533825 -0.999529
 -0.527689 -0.999925
 -0.521553 -0.999981
 -0.515418 -0.999699
 -0.509282 -0.999078
 -0.503146 -0.998118
 -0.497010 -0.996820
 -0.490874 -0.995185
 -0.484738 -0.993212
 -0.478602 -0.990903
 -0.472466 -0.988258
 -0.466330 -0.985278
 -0.460194 -0.981964
 -0.454058 -0.978317
 -0.447922 -0.974339
 -0.441786 -0.970031
 -0.435651 -0.965394
 -0.429515 -0.960431
 -0.423379 -0.955141
 -0.417243 -0.949528
 -0.411107 -0.943593
 -0.404971 -0.937339
 -0.398835 -0.930767
 -0.392699 -0.923880
 -0.386563 -0.916679
 -0.380427 -0.909168
 -0.374291 -0.901349
 -0.368155 -0.893224
 -0.362019 -0.884797
 -0.355884 -0.876070
 -0.349748 -0.867046
 -0.343612 -0.857729
 -0.337476 -0.848120
 -0.331340 -0.838225
 -0.325204 -0.828045
 -0.319068 -0.817585
 -0.312932 -0.806848
 -0.306796 -0.795837
 -0.300660 -0.784557
 -0.294524 -0.773010
 -0.288388 -0.761202
 -0.282252 -0.749136
 -0.276117 -0.736817
 -0.269981 -0.724247
 -0.263845 -0.711432
 -0.257709 -0.698376
 -0.251573 -0.685084
 -0.245437 -0.671559
 -0.239301 -0.657807
 -0.233165 -0.643832
 -0.227029 -0.629638
 -0.220893 -0.615232
 -0.214757 -0.600616
 -0.208621 -0.585798
 -0.202485 -0.570781
 -0.196350 -0.555570
 -0.190214 -0.540171
 -0.184078 -0.524590
 -0.177942 -0.508830
 -0.171806 -0.492898
 -0.165670 -0.476799
 -0.159534 -0.460539
 -0.153398 -0.444122
 -0.147262 -0.427555
 -0.141126 -0.410843
 -0.134990 -0.393992
 -0.128854 -0.377007
 -0.122718 -0.359895
 -0.116583 -0.342661
 -0.110447 -0.325310
 -0.104311 -0.307850
 -0.098175 -0.290285
 -0.092039 -0.272621
 -0.085903 -0.254866
 -0.079767 -0.237024
